scenario_name,seed,config_id,avg_cost,num_evaluations,total_trials,walltime,finished,islands_num,migration,migration_batch,migration_freq,probCXcrossover,probMutateInverse,probMutateShift,probMutateSwap,probNothing,probOXcrossover,probPMXcrossover,release,reproduction,succession
stf60mr2,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf80ep3,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
squares81_Dhyper_29,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
lipa40a,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf120er5,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
evoflow_sko72_5_1,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
evoflow_hyp64!3_5_1,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
term45_8,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
treeflow80_Ddrez_6,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
treeflow80_Ddrez_23,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
treeflow80_Ddrez_12,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
recomb81_Dhypr_Fpalu_5,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
tai12a,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
xPalu100_6,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
esc8e,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
xPalu60_10,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf60ep4,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
treeflow80_Ddrez_8,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
esc8c,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf100mp3,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
recomb81_Dhypr_Frand_5,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf100mp5,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf60mp2,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
xPalu120_5,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
tcycle80_Ddrez_2,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf120ep3,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
treeflow80_Ddrez_21,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
nug16a,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf100mr5,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
term45_5,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
tcycle80_Ddrez_30,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf120ms4,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
tai100a,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
recomb80_Ddrez_Fstrp_2,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
recomb80_Ddrez_Fstrp_4,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
recomb81_Deucl_Fhypr_3,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
hyp125_1,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
recomb80_Ddrez_Frand_3,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf60ep2,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
recomb81_Dpalu_Fhypr_1,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
hyp32_2,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
treeflow80_Ddrez_20,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
sko90,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
sko42,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
tcycle81_Dhyper_26,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
esc8f,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
recomb81_Drand_Fpalu_3,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
term45_4,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
evoflow_stf100ep3_5_1,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf80ep4,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
xtab90T1,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
hyp64_3,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
xPalu80_8,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
ste36b,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf80es5,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
chr15a,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
recomb81_Dhypr_Fstrp_2,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
xPalu100_2,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
treeflow81_Dhyper_23,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
hyp64_2,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
recomb81_Dterm_Fstrp_4,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
qapsatE105_1,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
evoflow_term75!4_5_1,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf80ms4,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
squares80_Ddrez_23,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
hyp81_8,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf120er1,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
evoflow_xran70A1_2_1,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
evoflow_xran70A1_8_1,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
squares80_Ddrez_15,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
term45_9,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
stf80ep1,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
recomb81_Dhypr_Fterm_2,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
treeflow80_Ddrez_7,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
recomb81_Drand_Fhypr_3,42.0,893.7612456747405,748035012.383122,2.994232987312572,2500.0,1164.541696140373,True,6.273356401384083,Threshold,0.21133875947346573,201.14763552479815,0.16353148196825754,0.10881288605588843,0.11331587333327782,0.21429610833123194,0.11994236609976182,0.12046172645541967,0.15963955775616254,Threshold,Tournament,NoElitism
