scenario_name,base_scenario,scenario_name,W1,W2,W3,Epsilon,l,feature_DistNormalisedMean,feature_FlowNormalisedMean,feature_DistTraceProportion,feature_FlowTraceProportion,feature_DistSparsity,feature_FlowSparsity,feature_DistDominance,feature_FlowDominance,feature_DistTRIPOD,feature_FlowTRIPOD,feature_DistDiversity,feature_FlowDiversity,feature_DistOutliers,feature_FlowOutliers,feature_DistAlpha,feature_FlowAlpha,feature_DistBeta,feature_FlowBeta,feature_DistSkew,feature_FlowSkew,feature_DistKurt,feature_FlowKurt,feature_DistNearSimilarity,feature_FlowNearSimilarity,feature_Size,feature_GLBound,feature_DistributionSimilar,feature_MaxSymmetry,feature_RuggednessCoeff,feature_LeastDominance,feature_MostDominance,feature_FixOnePropImprovement,feature_FitnessDistCorr,feature_AverageDistToOpt,feature_EscapeProb,feature_BaseDispMetric,feature_OptDispMetric,feature_AvgDescent,feature_OptFitnessCoeff,feature_EntropyDifference,base_scenario,succession
bur26f,bur26f,bur26f,0.022908,0.359073,0.618019,9.229455,10.20239,0.252736686390532,0.0396490145732461,0.0,0.028539714602854,0.628698224852071,0.312130177514793,0.0435572767321932,0.0906906068938631,0.922948429604892,0.406847626559454,0.117287610766797,0.345067314093138,0.0,0.0192307692307692,0.0009344150339813,0.0036415231420718,0.0130413586617403,0.0921132207921507,0.188075345572154,0.736027016199224,0.105911324556942,0.794082092476925,0.552673517867692,0.942313816504191,0.082299023649947,0.07411981653916,0.166993739389987,0.843076923076923,58.0083897175249,0.0435572767321932,0.0906906068938631,0.354594597628764,0.0314303368121775,0.961153846153846,0.490691530691531,-0.0153846153846155,-0.196153846153846,0.524615384615384,-0.0349753470537987,0.145241934261896,bur26f,SteadyState
bur26f_dual,bur26f,bur26f_dual,0.022908,0.359073,0.618019,9.229455,10.20239,0.252736686390532,0.0396490145732461,0.0,0.028539714602854,0.628698224852071,0.312130177514793,0.0435572767321932,0.0906906068938631,0.922948429604892,0.406847626559454,0.117287610766797,0.345067314093138,0.0,0.0192307692307692,0.0009344150339813,0.0036415231420718,0.0130413586617403,0.0921132207921507,0.188075345572154,0.736027016199224,0.105911324556942,0.794082092476925,0.552673517867692,0.942313816504191,0.082299023649947,0.07411981653916,0.166993739389987,0.843076923076923,58.0083897175249,0.0435572767321932,0.0906906068938631,0.354594597628764,0.0314303368121775,0.961153846153846,0.490691530691531,-0.0153846153846155,-0.196153846153846,0.524615384615384,-0.0349753470537987,0.145241934261896,bur26f,SteadyState
bur26g,bur26g,bur26g,0.032039,0.322918,0.645043,9.39767,10.362249,0.198317307692308,0.0264399492203384,0.0,0.061221229323989,0.628698224852071,0.211538461538462,0.0469215779959206,0.100729092074915,0.759511500559272,0.38917282031381,0.136228166488162,0.463082676722767,0.0,0.0207100591715976,0.0009386606781,0.0061875457817956,0.0134466141871225,0.133783772366545,0.307473702419828,0.816088002780434,0.192350598252599,0.905828829614257,0.671324164536924,0.963259011205704,0.082299023649947,0.0659320267888453,0.155935597953986,0.689230769230769,55.4204657946091,0.0469215779959206,0.100729092074915,0.320030868398846,0.277682429502275,0.944615384615385,0.493861693861694,0.0,-0.119230769230769,0.587692307692307,-0.0438698345690677,0.195532919134311,bur26g,SteadyState
bur26g_dual,bur26g,bur26g_dual,0.032039,0.322918,0.645043,9.39767,10.362249,0.198317307692308,0.0264399492203384,0.0,0.061221229323989,0.628698224852071,0.211538461538462,0.0469215779959206,0.100729092074915,0.759511500559272,0.38917282031381,0.136228166488162,0.463082676722767,0.0,0.0207100591715976,0.0009386606781,0.0061875457817956,0.0134466141871225,0.133783772366545,0.307473702419828,0.816088002780434,0.192350598252599,0.905828829614257,0.671324164536924,0.963259011205704,0.082299023649947,0.0659320267888453,0.155935597953986,0.689230769230769,55.4204657946091,0.0469215779959206,0.100729092074915,0.320030868398846,0.277682429502275,0.944615384615385,0.493861693861694,0.0,-0.119230769230769,0.587692307692307,-0.0438698345690677,0.195532919134311,bur26g,SteadyState
bur26h,bur26h,bur26h,0.03444,0.361185,0.604375,9.138485,10.117639,0.252736686390533,0.0264399492203385,0.0,0.061221229323989,0.628698224852071,0.211538461538462,0.043557276732193,0.100729092074915,0.922948429604892,0.38917282031381,0.117287610766797,0.463082676722767,0.0,0.0207100591715976,0.0009344150339813,0.0061875457817956,0.0130413586617403,0.133783772366545,0.188075345572154,0.816088002780434,0.105911324556942,0.905828829614257,0.552673517867692,0.963259011205704,0.082299023649947,0.0722429600611288,0.168365176654867,0.843076923076923,59.4079288936163,0.043557276732193,0.100729092074915,0.322564797770264,0.232968895888119,0.953076923076923,0.495011655011655,0.0038461538461538,-0.238461538461539,0.554615384615385,-0.0419963806957337,0.175587337600936,bur26h,NoElitism
bur26h_dual,bur26h,bur26h_dual,0.03444,0.361185,0.604375,9.138485,10.117639,0.252736686390533,0.0264399492203385,0.0,0.061221229323989,0.628698224852071,0.211538461538462,0.043557276732193,0.100729092074915,0.922948429604892,0.38917282031381,0.117287610766797,0.463082676722767,0.0,0.0207100591715976,0.0009344150339813,0.0061875457817956,0.0130413586617403,0.133783772366545,0.188075345572154,0.816088002780434,0.105911324556942,0.905828829614257,0.552673517867692,0.963259011205704,0.082299023649947,0.0722429600611288,0.168365176654867,0.843076923076923,59.4079288936163,0.043557276732193,0.100729092074915,0.322564797770264,0.232968895888119,0.953076923076923,0.495011655011655,0.0038461538461538,-0.238461538461539,0.554615384615385,-0.0419963806957337,0.175587337600936,bur26h,NoElitism
chr12a,chr12a,chr12a,0.0,0.931506,0.068494,3.096403,3.171236,0.464490263459336,0.06640625,0.0,0.0,0.0972222222222222,0.847222222222222,0.0283572143394326,0.238342047556355,0.728938137054414,0.0,0.732558173283222,0.105285271744351,0.0,0.0416666666666667,0.0704607280596476,0.0003016310181047,0.143838298821483,0.006991766755262,0.0041068900050292,0.670805123891181,0.13720425947801,0.624215587777666,0.675483417882913,0.85949352551705,0.0381514484716725,0.0575194504088003,0.189022916178091,1.0,96.7865757352512,0.0283572143394326,0.238342047556355,0.10689160764904,-0.0550662080740615,0.906666666666667,0.474900520355066,0.0083333333333333,-0.6,0.519166666666667,-0.0843661949733983,0.0998071619518099,chr12a,Elitism
chr12a_dual,chr12a,chr12a_dual,0.0,0.931506,0.068494,3.096403,3.171236,0.464490263459336,0.06640625,0.0,0.0,0.0972222222222222,0.847222222222222,0.0283572143394326,0.238342047556355,0.728938137054414,0.0,0.732558173283222,0.105285271744351,0.0,0.0416666666666667,0.0704607280596476,0.0003016310181047,0.143838298821483,0.006991766755262,0.0041068900050292,0.670805123891181,0.13720425947801,0.624215587777666,0.675483417882913,0.85949352551705,0.0381514484716725,0.0575194504088003,0.189022916178091,1.0,96.7865757352512,0.0283572143394326,0.238342047556355,0.10689160764904,-0.0550662080740615,0.906666666666667,0.474900520355066,0.0083333333333333,-0.6,0.519166666666667,-0.0843661949733983,0.0998071619518099,chr12a,Elitism
chr12b,chr12b,chr12b,0.0,0.86155,0.13845,3.201475,3.346126,0.464490263459336,0.06640625,0.0,0.0,0.0972222222222222,0.847222222222222,0.0283572143394326,0.238342047556355,0.728938137054415,0.0,0.732558173283222,0.105285271744351,0.0,0.0416666666666667,0.0704607280596476,0.0003016310181047,0.143838298821483,0.006991766755262,0.0041068900050292,0.670805123891181,0.13720425947801,0.624215587777665,0.675483417882913,0.873906002001884,0.0381514484716725,0.0594254524960185,0.192185884829235,1.0,93.2841605010146,0.0283572143394326,0.238342047556355,0.12940966972316,0.0085681141501552,0.91,0.486838077747169,0.0333333333333332,-0.675,0.560833333333334,-0.114087287303865,0.122438381455342,chr12b,Elitism
chr12b_dual,chr12b,chr12b_dual,0.0,0.86155,0.13845,3.201475,3.346126,0.464490263459336,0.06640625,0.0,0.0,0.0972222222222222,0.847222222222222,0.0283572143394326,0.238342047556355,0.728938137054415,0.0,0.732558173283222,0.105285271744351,0.0,0.0416666666666667,0.0704607280596476,0.0003016310181047,0.143838298821483,0.006991766755262,0.0041068900050292,0.670805123891181,0.13720425947801,0.624215587777665,0.675483417882913,0.873906002001884,0.0381514484716725,0.0594254524960185,0.192185884829235,1.0,93.2841605010146,0.0283572143394326,0.238342047556355,0.12940966972316,0.0085681141501552,0.91,0.486838077747169,0.0333333333333332,-0.675,0.560833333333334,-0.114087287303865,0.122438381455342,chr12b,Elitism
chr12c,chr12c,chr12c,0.0,0.968264,0.031736,3.04391,3.07934,0.464490263459336,0.06640625,0.0,0.0,0.0972222222222222,0.847222222222222,0.0283572143394326,0.238342047556355,0.728938137054414,0.0,0.732558173283222,0.105285271744351,0.0,0.0416666666666667,0.0704607280596476,0.0003016310181047,0.143838298821483,0.006991766755262,0.0041068900050292,0.670805123891181,0.13720425947801,0.624215587777666,0.675483417882913,0.852478621165491,0.0381514484716725,0.0552970944289994,0.187295210814964,1.0,98.536341740015,0.0283572143394326,0.238342047556355,0.0569861074908214,-0.101580688044278,0.920833333333333,0.483777165595347,0.0083333333333332,-0.25,0.463333333333333,-0.0700327021898848,0.0396055652622859,chr12c,NoElitism
chr12c_dual,chr12c,chr12c_dual,0.0,0.968264,0.031736,3.04391,3.07934,0.464490263459336,0.06640625,0.0,0.0,0.0972222222222222,0.847222222222222,0.0283572143394326,0.238342047556355,0.728938137054414,0.0,0.732558173283222,0.105285271744351,0.0,0.0416666666666667,0.0704607280596476,0.0003016310181047,0.143838298821483,0.006991766755262,0.0041068900050292,0.670805123891181,0.13720425947801,0.624215587777666,0.675483417882913,0.852478621165491,0.0381514484716725,0.0552970944289994,0.187295210814964,1.0,98.536341740015,0.0283572143394326,0.238342047556355,0.0569861074908214,-0.101580688044278,0.920833333333333,0.483777165595347,0.0083333333333332,-0.25,0.463333333333333,-0.0700327021898848,0.0396055652622859,chr12c,NoElitism
chr15a,chr15a,chr15a,0.0,0.908042,0.091958,3.917246,4.048863,0.45233560090703,0.0639393939393939,0.0,0.0,0.0844444444444444,0.875555555555556,0.0301127214150982,0.20424351718622,0.86893864125319,0.0,0.712269272521915,0.0767600127722985,0.0,0.0533333333333333,0.0587977643116509,0.0002374087971254,0.142454550779449,0.0078809244912315,0.040090578922524,0.662615954105692,0.118912167913915,0.596709126076763,0.632426966815166,0.86289893722215,0.0476572592091002,0.0650979041719514,0.191195507251117,1.0,95.5401180040389,0.0301127214150982,0.20424351718622,0.105052605287015,0.089925192006946,0.928000000000001,0.482251082251082,0.0333333333333332,-0.1,0.513333333333333,-0.0490016608676664,0.0684699507399863,chr15a,SteadyState
chr15a_dual,chr15a,chr15a_dual,0.0,0.908042,0.091958,3.917246,4.048863,0.45233560090703,0.0639393939393939,0.0,0.0,0.0844444444444444,0.875555555555556,0.0301127214150982,0.20424351718622,0.86893864125319,0.0,0.712269272521915,0.0767600127722985,0.0,0.0533333333333333,0.0587977643116509,0.0002374087971254,0.142454550779449,0.0078809244912315,0.040090578922524,0.662615954105692,0.118912167913915,0.596709126076763,0.632426966815166,0.86289893722215,0.0476572592091002,0.0650979041719514,0.191195507251117,1.0,95.5401180040389,0.0301127214150982,0.20424351718622,0.105052605287015,0.089925192006946,0.928000000000001,0.482251082251082,0.0333333333333332,-0.1,0.513333333333333,-0.0490016608676664,0.0684699507399863,chr15a,SteadyState
chr15b,chr15b,chr15b,0.0,0.803796,0.196204,4.125842,4.387663,0.45233560090703,0.0639393939393939,0.0,0.0,0.0844444444444444,0.875555555555556,0.0301127214150982,0.20424351718622,0.86893864125319,0.0,0.712269272521915,0.0767600127722985,0.0,0.0533333333333333,0.0587977643116509,0.0002374087971254,0.142454550779449,0.0078809244912315,0.040090578922524,0.662615954105693,0.118912167913915,0.596709126076764,0.632426966815166,0.869695275255339,0.0476572592091002,0.0645603755169805,0.188847811771346,1.0,89.9775357488967,0.0301127214150982,0.20424351718622,0.160676703221707,0.19570505844394,0.894666666666667,0.495821185617104,-0.0066666666666666,-0.14,0.582000000000001,-0.0436411770907683,0.101515206015524,chr15b,SteadyState
chr15b_dual,chr15b,chr15b_dual,0.0,0.803796,0.196204,4.125842,4.387663,0.45233560090703,0.0639393939393939,0.0,0.0,0.0844444444444444,0.875555555555556,0.0301127214150982,0.20424351718622,0.86893864125319,0.0,0.712269272521915,0.0767600127722985,0.0,0.0533333333333333,0.0587977643116509,0.0002374087971254,0.142454550779449,0.0078809244912315,0.040090578922524,0.662615954105693,0.118912167913915,0.596709126076764,0.632426966815166,0.869695275255339,0.0476572592091002,0.0645603755169805,0.188847811771346,1.0,89.9775357488967,0.0301127214150982,0.20424351718622,0.160676703221707,0.19570505844394,0.894666666666667,0.495821185617104,-0.0066666666666666,-0.14,0.582000000000001,-0.0436411770907683,0.101515206015524,chr15b,SteadyState
chr15c,chr15c,chr15c,0.0,0.94769,0.05231,3.843343,3.920009,0.45233560090703,0.0639393939393939,0.0,0.0,0.0844444444444444,0.875555555555556,0.0301127214150982,0.20424351718622,0.86893864125319,0.0,0.712269272521915,0.0767600127722985,0.0,0.0533333333333333,0.0587977643116509,0.0002374087971254,0.142454550779449,0.0078809244912315,0.040090578922524,0.662615954105693,0.118912167913915,0.596709126076764,0.632426966815166,0.860365693739144,0.0476572592091002,0.065134505128052,0.19206611730087,1.0,97.5108485930801,0.0301127214150982,0.20424351718622,0.0702752619174278,-0.0889693249454945,0.928,0.505050505050505,0.0066666666666666,-0.193333333333333,0.529333333333334,-0.0449833417603728,0.0570898565013944,chr15c,SteadyState
chr15c_dual,chr15c,chr15c_dual,0.0,0.94769,0.05231,3.843343,3.920009,0.45233560090703,0.0639393939393939,0.0,0.0,0.0844444444444444,0.875555555555556,0.0301127214150982,0.20424351718622,0.86893864125319,0.0,0.712269272521915,0.0767600127722985,0.0,0.0533333333333333,0.0587977643116509,0.0002374087971254,0.142454550779449,0.0078809244912315,0.040090578922524,0.662615954105693,0.118912167913915,0.596709126076764,0.632426966815166,0.860365693739144,0.0476572592091002,0.065134505128052,0.19206611730087,1.0,97.5108485930801,0.0301127214150982,0.20424351718622,0.0702752619174278,-0.0889693249454945,0.928,0.505050505050505,0.0066666666666666,-0.193333333333333,0.529333333333334,-0.0449833417603728,0.0570898565013944,chr15c,SteadyState
chr18a,chr18a,chr18a,0.0,0.960488,0.039512,4.585258,4.658048,0.456475182665659,0.0500685871056241,0.0,0.0,0.0802469135802469,0.895061728395062,0.0225508352578294,0.184065345993819,0.870402860189194,0.0,0.695837821687083,0.0595928338133638,0.0,0.0493827160493827,0.0469777747194196,0.0001970142546966,0.144435005823227,0.0090613892034564,-0.0067021466319517,0.686905334789031,0.125772110334379,0.64892428438674,0.668825790888394,0.895456141006227,0.057141828420936,0.0768366776806797,0.163753257367715,1.0,98.1053876573166,0.0225508352578294,0.184065345993819,0.0746940557422275,0.0529332201606855,0.949444444444445,0.488743645606391,-0.05,0.0166666666666666,0.557777777777778,-0.052387370982997,0.0521715693410819,chr18a,NoElitism
chr18a_dual,chr18a,chr18a_dual,0.0,0.960488,0.039512,4.585258,4.658048,0.456475182665659,0.0500685871056241,0.0,0.0,0.0802469135802469,0.895061728395062,0.0225508352578294,0.184065345993819,0.870402860189194,0.0,0.695837821687083,0.0595928338133638,0.0,0.0493827160493827,0.0469777747194196,0.0001970142546966,0.144435005823227,0.0090613892034564,-0.0067021466319517,0.686905334789031,0.125772110334379,0.64892428438674,0.668825790888394,0.895456141006227,0.057141828420936,0.0768366776806797,0.163753257367715,1.0,98.1053876573166,0.0225508352578294,0.184065345993819,0.0746940557422275,0.0529332201606855,0.949444444444445,0.488743645606391,-0.05,0.0166666666666666,0.557777777777778,-0.052387370982997,0.0521715693410819,chr18a,NoElitism
chr18b,chr18b,chr18b,0.0,0.93941,0.06059,4.632075,4.742362,0.314814814814815,0.0478239181942886,0.0,0.0,0.222222222222222,0.895061728395062,0.0319325942884813,0.187293659430035,1.0,0.0,0.281969832805412,0.0595742299387284,0.0,0.0432098765432099,0.0072407132983989,0.0001971368403895,0.0619351928992654,0.0091091702374322,0.156770870099655,0.698129363990935,0.164282911865578,0.673117556474741,0.775259307868818,0.897911419319338,0.057141828420936,0.0666354959927253,0.1803646658769,1.0,97.0649971429782,0.0319325942884813,0.187293659430035,0.113607838004079,-0.0953089572301953,0.936666666666667,0.494091239189278,-0.0222222222222221,0.0666666666666666,0.479444444444444,-0.0426188432732435,0.0116695390491937,chr18b,Elitism
chr18b_dual,chr18b,chr18b_dual,0.0,0.93941,0.06059,4.632075,4.742362,0.314814814814815,0.0478239181942886,0.0,0.0,0.222222222222222,0.895061728395062,0.0319325942884813,0.187293659430035,1.0,0.0,0.281969832805412,0.0595742299387284,0.0,0.0432098765432099,0.0072407132983989,0.0001971368403895,0.0619351928992654,0.0091091702374322,0.156770870099655,0.698129363990935,0.164282911865578,0.673117556474741,0.775259307868818,0.897911419319338,0.057141828420936,0.0666354959927253,0.1803646658769,1.0,97.0649971429782,0.0319325942884813,0.187293659430035,0.113607838004079,-0.0953089572301953,0.936666666666667,0.494091239189278,-0.0222222222222221,0.0666666666666666,0.479444444444444,-0.0426188432732435,0.0116695390491937,chr18b,Elitism
chr20a,chr20a,chr20a,0.0,0.956714,0.043286,5.104666,5.194787,0.474375,0.0576344086021505,0.0,0.0,0.18,0.905,0.024959793262328,0.163580311016205,0.869558525194307,0.0,0.370925761727572,0.0516144672034972,0.0,0.045,0.0075238848404582,0.0001753409364548,0.019005427135289,0.0090424586888714,-0.0019643172824045,0.670301156846475,0.113429096930166,0.609654654811519,0.57505048084862,0.882123841150954,0.0634510348611071,0.0806711717045439,0.167477530292732,1.0,97.9066855846612,0.024959793262328,0.163580311016205,0.0980196802164003,0.115639496377947,0.9425,0.490091299677766,0.0049999999999998,-0.015,0.508,-0.0454154504464323,0.0368231723929532,chr20a,NoElitism
chr20a_dual,chr20a,chr20a_dual,0.0,0.956714,0.043286,5.104666,5.194787,0.474375,0.0576344086021505,0.0,0.0,0.18,0.905,0.024959793262328,0.163580311016205,0.869558525194307,0.0,0.370925761727572,0.0516144672034972,0.0,0.045,0.0075238848404582,0.0001753409364548,0.019005427135289,0.0090424586888714,-0.0019643172824045,0.670301156846475,0.113429096930166,0.609654654811519,0.57505048084862,0.882123841150954,0.0634510348611071,0.0806711717045439,0.167477530292732,1.0,97.9066855846612,0.024959793262328,0.163580311016205,0.0980196802164003,0.115639496377947,0.9425,0.490091299677766,0.0049999999999998,-0.015,0.508,-0.0454154504464323,0.0368231723929532,chr20a,NoElitism
chr20b,chr20b,chr20b,0.0,0.985124,0.014876,5.035483,5.066942,0.474375,0.0576344086021505,0.0,0.0,0.18,0.905,0.0249597932623282,0.163580311016205,0.869558525194306,0.0,0.370925761727572,0.0516144672034972,0.0,0.045,0.0075238848404582,0.0001753409364548,0.019005427135289,0.0090424586888714,-0.0019643172824044,0.670301156846473,0.113429096930166,0.609654654811518,0.57505048084862,0.878245792747163,0.0634510348611071,0.079699344703075,0.167042262614433,1.0,99.2903473372641,0.0249597932623282,0.163580311016205,0.0375616652131648,-0.143828596917619,0.949,0.516480595427964,-0.005,0.0049999999999998,0.4975,-0.0389587293416501,0.0150710708999491,chr20b,SteadyState
